,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
189,frozenset({'Female'}),"frozenset({'NoSubscr', 'NoPromo'})",0.32,0.57,0.32,1.0,1.7543859649122808,1.0,0.13760000000000003,inf,0.6323529411764708,0.56140350877193,1.0,0.7807017543859649
190,frozenset({'NoPromo'}),"frozenset({'NoSubscr', 'Female'})",0.57,0.32,0.32,0.5614035087719299,1.7543859649122808,1.0,0.13760000000000003,1.5504000000000002,1.0,0.56140350877193,0.35500515995872045,0.7807017543859649
191,"frozenset({'NoDisco', 'M'})",frozenset({'NoPromo'}),0.25974358974358974,0.57,0.25974358974358974,1.0,1.7543859649122808,1.0,0.1116897435897436,inf,0.5808798060270177,0.4556905083220874,1.0,0.7278452541610436
192,"frozenset({'NoDisco', 'NoPromo'})",frozenset({'M'}),0.57,0.45,0.25974358974358974,0.4556905083220873,1.012645574049083,1.0,0.0032435897435897365,1.0104545454545455,0.02904107073165126,0.3416526138279933,0.010346378767431426,0.5164492427650322
193,"frozenset({'NoPromo', 'M'})",frozenset({'NoDisco'}),0.25974358974358974,0.57,0.25974358974358974,1.0,1.7543859649122808,1.0,0.1116897435897436,inf,0.5808798060270177,0.4556905083220874,1.0,0.7278452541610436
194,frozenset({'NoDisco'}),"frozenset({'NoPromo', 'M'})",0.57,0.25974358974358974,0.25974358974358974,0.4556905083220873,1.7543859649122808,1.0,0.1116897435897436,1.35999173553719,1.0,0.4556905083220874,0.2647014140824872,0.7278452541610436
195,frozenset({'M'}),"frozenset({'NoDisco', 'NoPromo'})",0.45,0.57,0.25974358974358974,0.5772079772079772,1.012645574049083,1.0,0.0032435897435897365,1.0170485175202157,0.0227048371174728,0.3416526138279933,0.016762737692970413,0.5164492427650322
196,frozenset({'NoPromo'}),"frozenset({'NoDisco', 'M'})",0.57,0.25974358974358974,0.25974358974358974,0.4556905083220873,1.7543859649122808,1.0,0.1116897435897436,1.35999173553719,1.0,0.4556905083220874,0.2647014140824872,0.7278452541610436
197,"frozenset({'NoDisco', 'NoSubscr'})",frozenset({'M'}),0.57,0.45,0.25974358974358974,0.4556905083220873,1.012645574049083,1.0,0.0032435897435897365,1.0104545454545455,0.02904107073165126,0.3416526138279933,0.010346378767431426,0.5164492427650322
198,"frozenset({'NoDisco', 'M'})",frozenset({'NoSubscr'}),0.25974358974358974,0.73,0.25974358974358974,1.0,1.36986301369863,1.0,0.07013076923076925,inf,0.364738482854174,0.35581313663505443,1.0,0.6779065683175272
